courseid,title,startdate,grade,instructorid,instructorfirst,instructorlast,instructortitle,studentid,gender,age,admissionyear
373,Introduction to Financial Engineering,2014-1-7,3.5,10,Vadim,Lubskey,Professor,47,F,16,2011
373,Introduction to Financial Engineering,2014-1-7,3.6,10,Vadim,Lubskey,Professor,48,M,22,2009
373,Introduction to Financial Engineering,2014-1-7,2.5,10,Vadim,Lubskey,Professor,50,F,18,2009
373,Introduction to Financial Engineering,2014-1-7,2.3,10,Vadim,Lubskey,Professor,51,F,17,2011
373,Introduction to Financial Engineering,2014-1-7,1.7,10,Vadim,Lubskey,Professor,65,F,20,2008
373,Introduction to Financial Engineering,2014-1-7,3.3,10,Vadim,Lubskey,Professor,67,F,18,2011
373,Introduction to Financial Engineering,2014-1-7,2.2,10,Vadim,Lubskey,Professor,70,F,23,2008
373,Introduction to Financial Engineering,2014-1-7,2.5,10,Vadim,Lubskey,Professor,71,F,20,2010
373,Introduction to Financial Engineering,2014-1-7,2,10,Vadim,Lubskey,Professor,73,M,22,2007
373,Introduction to Financial Engineering,2014-1-7,2.3,10,Vadim,Lubskey,Professor,76,F,19,2008
373,Introduction to Financial Engineering,2014-1-7,3.7,10,Vadim,Lubskey,Professor,77,F,18,2010
373,Introduction to Financial Engineering,2014-1-7,1.7,10,Vadim,Lubskey,Professor,78,M,22,2008
373,Introduction to Financial Engineering,2014-1-7,1.2,10,Vadim,Lubskey,Professor,79,F,22,2007
373,Introduction to Financial Engineering,2014-1-7,3.5,10,Vadim,Lubskey,Professor,85,M,20,2010
373,Introduction to Financial Engineering,2014-1-7,2,10,Vadim,Lubskey,Professor,86,M,22,2007
373,Introduction to Financial Engineering,2014-1-7,2.2,10,Vadim,Lubskey,Professor,88,F,17,2011
373,Introduction to Financial Engineering,2014-1-7,2.6,10,Vadim,Lubskey,Professor,89,F,18,2011
373,Introduction to Financial Engineering,2014-1-7,3.8,10,Vadim,Lubskey,Professor,90,F,22,2007
373,Introduction to Financial Engineering,2014-1-7,2,10,Vadim,Lubskey,Professor,94,F,17,2011
342,Organizational Behavior,2015-3-12,2,20,William,Wallace,Professor,0,F,19,2011
342,Organizational Behavior,2015-3-12,2.5,20,William,Wallace,Professor,4,F,17,2010
342,Organizational Behavior,2015-3-12,3.4,20,William,Wallace,Professor,5,,21,2010
342,Organizational Behavior,2015-3-12,1.4,20,William,Wallace,Professor,7,F,18,2011
342,Organizational Behavior,2015-3-12,2.9,20,William,Wallace,Professor,12,M,19,2011
342,Organizational Behavior,2015-3-12,3.6,20,William,Wallace,Professor,18,M,20,2011
342,Organizational Behavior,2015-3-12,2.7,20,William,Wallace,Professor,26,F,16,2011
342,Organizational Behavior,2015-3-12,1.8,20,William,Wallace,Professor,27,M,20,2010
342,Organizational Behavior,2015-3-12,3.9,20,William,Wallace,Professor,29,F,20,2008
342,Organizational Behavior,2015-3-12,3.8,20,William,Wallace,Professor,31,F,21,2007
342,Organizational Behavior,2015-3-12,3,20,William,Wallace,Professor,32,F,17,2011
342,Organizational Behavior,2015-3-12,2.3,20,William,Wallace,Professor,33,F,21,2010
342,Organizational Behavior,2015-3-12,2.5,20,William,Wallace,Professor,35,F,21,2008
342,Organizational Behavior,2015-3-12,1.8,20,William,Wallace,Professor,37,F,23,2007
342,Organizational Behavior,2015-3-12,3.6,20,William,Wallace,Professor,38,M,23,2008
342,Organizational Behavior,2015-3-12,2.5,20,William,Wallace,Professor,40,M,18,2010
342,Organizational Behavior,2015-3-12,3,20,William,Wallace,Professor,43,M,17,2011
342,Organizational Behavior,2015-3-12,3.5,20,William,Wallace,Professor,43,M,17,2011
342,Organizational Behavior,2015-3-12,1.3,20,William,Wallace,Professor,51,F,17,2011
342,Organizational Behavior,2015-3-12,3.5,20,William,Wallace,Professor,53,F,19,2009
342,Organizational Behavior,2015-3-12,1.9,20,William,Wallace,Professor,54,F,17,2011
342,Organizational Behavior,2015-3-12,3.3,20,William,Wallace,Professor,56,M,20,2009
342,Organizational Behavior,2015-3-12,1.6,20,William,Wallace,Professor,58,F,21,2010
342,Organizational Behavior,2015-3-12,2.3,20,William,Wallace,Professor,61,F,19,2010
342,Organizational Behavior,2015-3-12,3.3,20,William,Wallace,Professor,63,M,21,2007
342,Organizational Behavior,2015-3-12,2.6,20,William,Wallace,Professor,70,F,23,2008
342,Organizational Behavior,2015-3-12,2.4,20,William,Wallace,Professor,72,M,19,2010
342,Organizational Behavior,2015-3-12,2.7,20,William,Wallace,Professor,73,M,22,2007
342,Organizational Behavior,2015-3-12,3.4,20,William,Wallace,Professor,74,F,22,2009
342,Organizational Behavior,2015-3-12,2.3,20,William,Wallace,Professor,78,M,22,2008
342,Organizational Behavior,2015-3-12,3,20,William,Wallace,Professor,82,F,23,2008
342,Organizational Behavior,2015-3-12,2,20,William,Wallace,Professor,84,M,19,2009
342,Organizational Behavior,2015-3-12,1.7,20,William,Wallace,Professor,85,M,20,2010
342,Organizational Behavior,2015-3-12,3.9,20,William,Wallace,Professor,89,F,18,2011
342,Organizational Behavior,2015-3-12,3.9,20,William,Wallace,Professor,91,F,18,2009
342,Organizational Behavior,2015-3-12,3.7,20,William,Wallace,Professor,96,M,22,2008
